Month,Mean_Temperature
1968/12,-0.1912
1969/01,-0.11
1969/01,-0.1624
1969/02,-0.18
1969/02,-0.1971
1969/03,0.01
1969/03,-0.1328
1969/04,0.17
1969/04,0.0493
1969/05,0.18
1969/05,0.0651
1969/06,0.03
1969/06,0.0057
1969/07,-0.04
1969/07,-0.1092
1969/08,0.03
1969/08,-0.0729
1969/09,0.08
1969/09,-0.0131
1969/10,0.09
1969/10,0.0009
1969/11,0.12
1969/11,0.0231
1969/12,0.24
1969/12,0.1667
1970/01,0.08
1970/01,0.014
1970/02,0.22
1970/02,0.0638
1970/03,0.06
1970/03,-0.0881
1970/04,0.05
1970/04,-0.0794
1970/05,-0.03
1970/05,-0.1405
1970/06,-0.03
1970/06,-0.137
1970/07,0.01
1970/07,-0.112
1970/08,-0.1
1970/08,-0.1992
1970/09,0.12
1970/09,-0.0307
1970/10,0.03
1970/10,-0.0603
1970/11,0.02
1970/11,-0.0582
1970/12,-0.12
1970/12,-0.193
1971/01,-0.02
1971/01,-0.1437
1971/02,-0.15
1971/02,-0.2726
1971/03,-0.18
1971/03,-0.3366
1971/04,-0.07
1971/04,-0.2329
1971/05,-0.05
1971/05,-0.1975
1971/06,-0.16
1971/06,-0.2552
1971/07,-0.08
1971/07,-0.1848
1971/08,-0.01
1971/08,-0.1812
1971/09,-0.06
1971/09,-0.1264
1971/10,-0.04
1971/10,-0.1562
1971/11,-0.07
1971/11,-0.1528
1971/12,-0.08
1971/12,-0.2307
1972/01,-0.22
1972/01,-0.379
1972/02,-0.18
1972/02,-0.2778
1972/03,0.02
1972/03,-0.143
1972/04,0
1972/04,-0.1276
1972/05,-0.03
1972/05,-0.0825
1972/06,0.04
1972/06,-0.0319
1972/07,0.01
1972/07,-0.0927
1972/08,0.16
1972/08,0.0612
1972/09,0.02
1972/09,-0.0524
1972/10,0.08
1972/10,-0.0568
1972/11,0.02
1972/11,-0.0518
1972/12,0.18
1972/12,0.1089
1973/01,0.29
1973/01,0.1009
1973/02,0.32
1973/02,0.1593
1973/03,0.29
1973/03,0.115
1973/04,0.27
1973/04,0.1992
1973/05,0.23
1973/05,0.1081
1973/06,0.19
1973/06,0.106
1973/07,0.12
1973/07,0.0162
1973/08,0.05
1973/08,-0.0275
1973/09,0.09
1973/09,-0.0352
1973/10,0.1
1973/10,0.0109
1973/11,0.04
1973/11,-0.0252
1973/12,-0.07
1973/12,-0.1284
1974/01,-0.1
1974/01,-0.2824
1974/02,-0.27
1974/02,-0.4466
1974/03,-0.05
1974/03,-0.2372
1974/04,-0.11
1974/04,-0.2014
1974/05,-0.04
1974/05,-0.1266
1974/06,-0.05
1974/06,-0.1153
1974/07,-0.03
1974/07,-0.1359
1974/08,0.1
1974/08,0.0231
1974/09,-0.08
1974/09,-0.0927
1974/10,-0.06
1974/10,-0.1153
1974/11,-0.08
1974/11,-0.1262
1974/12,-0.08
1974/12,-0.2139
1975/01,0.1
1975/01,-0.0966
1975/02,0.08
1975/02,-0.0209
1975/03,0.12
1975/03,-0.0111
1975/04,0.04
1975/04,-0.052
1975/05,0.16
1975/05,0.053
1975/06,-0.01
1975/06,-0.0608
1975/07,-0.01
1975/07,-0.1047
1975/08,-0.17
1975/08,-0.2324
1975/09,-0.02
1975/09,-0.1395
1975/10,-0.11
1975/10,-0.1537
1975/11,-0.17
1975/11,-0.2636
1975/12,-0.17
1975/12,-0.2468
1976/01,-0.03
1976/01,-0.1696
1976/02,-0.06
1976/02,-0.2319
1976/03,-0.22
1976/03,-0.3369
1976/04,-0.07
1976/04,-0.1859
1976/05,-0.21
1976/05,-0.3588
1976/06,-0.12
1976/06,-0.2395
1976/07,-0.1
1976/07,-0.1728
1976/08,-0.12
1976/08,-0.2424
1976/09,-0.07
1976/09,-0.1511
1976/10,-0.24
1976/10,-0.3323
1976/11,-0.06
1976/11,-0.1394
1976/12,0.11
1976/12,-0.0295
1977/01,0.18
1977/01,0.1534
1977/02,0.23
1977/02,0.1038
1977/03,0.24
1977/03,0.0748
1977/04,0.26
1977/04,0.1345
1977/05,0.33
1977/05,0.2277
1977/06,0.27
1977/06,0.2078
1977/07,0.2
1977/07,0.1425
1977/08,0.18
1977/08,0.1298
1977/09,0.02
1977/09,-0.002
1977/10,0.03
1977/10,-0.0162
1977/11,0.16
1977/11,0.1211
1977/12,0.03
1977/12,-0.0401
1978/01,0.06
1978/01,0.037
1978/02,0.1
1978/02,0.0739
1978/03,0.19
1978/03,0.0593
1978/04,0.17
1978/04,0.0532
1978/05,0.09
1978/05,0.0115
1978/06,-0.01
1978/06,-0.0551
1978/07,0.04
1978/07,0.0163
1978/08,-0.13
1978/08,-0.2167
1978/09,0.06
1978/09,0.0417
1978/10,0.03
1978/10,-0.0599
1978/11,0.14
1978/11,0.0917
1978/12,0.08
1978/12,0.0102
1979/01,0.09
1979/01,0.0517
1979/02,-0.1
1979/02,-0.1795
1979/03,0.19
1979/03,0.0669
1979/04,0.15
1979/04,0.077
1979/05,0.04
1979/05,-0.0224
1979/06,0.14
1979/06,0.0502
1979/07,0.04
1979/07,0.018
1979/08,0.17
1979/08,0.1145
1979/09,0.25
1979/09,0.1729
1979/10,0.26
1979/10,0.1473
1979/11,0.28
1979/11,0.2078
1979/12,0.48
1979/12,0.386
1980/01,0.29
1980/01,0.2527
1980/02,0.39
1980/02,0.3607
1980/03,0.29
1980/03,0.2167
1980/04,0.3
1980/04,0.2339
1980/05,0.35
1980/05,0.2457
1980/06,0.2
1980/06,0.1318
1980/07,0.22
1980/07,0.2064
1980/08,0.18
1980/08,0.1644
1980/09,0.2
1980/09,0.1236
1980/10,0.13
1980/10,0.097
1980/11,0.3
1980/11,0.2063
1980/12,0.22
1980/12,0.1137
1981/01,0.53
1981/01,0.4439
1981/02,0.42
1981/02,0.3365
1981/03,0.48
1981/03,0.3308
1981/04,0.32
1981/04,0.1989
1981/05,0.25
1981/05,0.1477
1981/06,0.29
1981/06,0.2447
1981/07,0.32
1981/07,0.2643
1981/08,0.35
1981/08,0.3121
1981/09,0.15
1981/09,0.1368
1981/10,0.12
1981/10,0.0553
1981/11,0.23
1981/11,0.1657
1981/12,0.41
1981/12,0.3634
1982/01,0.04
1982/01,-0.0241
1982/02,0.15
1982/02,0.0682
1982/03,0.03
1982/03,-0.137
1982/04,0.15
1982/04,0.0204
1982/05,0.18
1982/05,0.0907
1982/06,0.05
1982/06,-0.0013
1982/07,0.14
1982/07,0.0758
1982/08,0.03
1982/08,-0.0456
1982/09,0.14
1982/09,0.0165
1982/10,0.13
1982/10,0.0411
1982/11,0.18
1982/11,0.029
1982/12,0.42
1982/12,0.2773
1983/01,0.53
1983/01,0.3584
1983/02,0.43
1983/02,0.3364
1983/03,0.41
1983/03,0.2476
1983/04,0.27
1983/04,0.1754
1983/05,0.34
1983/05,0.222
1983/06,0.22
1983/06,0.1669
1983/07,0.18
1983/07,0.1149
1983/08,0.35
1983/08,0.2838
1983/09,0.37
1983/09,0.3257
1983/10,0.17
1983/10,0.1131
1983/11,0.3
1983/11,0.2455
1983/12,0.17
1983/12,0.096
1984/01,0.31
1984/01,0.1576
1984/02,0.14
1984/02,0.02
1984/03,0.26
1984/03,0.144
1984/04,0.06
1984/04,0.0101
1984/05,0.33
1984/05,0.2143
1984/06,0.02
1984/06,-0.0386
1984/07,0.19
1984/07,0.0249
1984/08,0.19
1984/08,0.0892
1984/09,0.21
1984/09,0.1271
1984/10,0.13
1984/10,0.0409
1984/11,0.06
1984/11,-0.0577
1984/12,-0.04
1984/12,-0.156
1985/01,0.22
1985/01,0.1156
1985/02,-0.04
1985/02,-0.1042
1985/03,0.17
1985/03,0.0427
1985/04,0.12
1985/04,0.0028
1985/05,0.14
1985/05,0.068
1985/06,0.15
1985/06,0.1212
1985/07,0.04
1985/07,-0.0229
1985/08,0.16
1985/08,0.1431
1985/09,0.13
1985/09,0.1177
1985/10,0.11
1985/10,0.0393
1985/11,0.05
1985/11,0.0181
1985/12,0.14
1985/12,0.0553
1986/01,0.26
1986/01,0.1167
1986/02,0.37
1986/02,0.3094
1986/03,0.3
1986/03,0.1382
1986/04,0.22
1986/04,0.1349
1986/05,0.21
1986/05,0.131
1986/06,0.12
1986/06,0.0399
1986/07,0.11
1986/07,0.043
1986/08,0.16
1986/08,0.0879
1986/09,0.03
1986/09,0.0241
1986/10,0.15
1986/10,0.051
1986/11,0.1
1986/11,0.0401
1986/12,0.13
1986/12,0.0321
1987/01,0.32
1987/01,0.22
1987/02,0.43
1987/02,0.316
1987/03,0.18
1987/03,0.1043
1987/04,0.24
1987/04,0.1889
1987/05,0.25
1987/05,0.1694
1987/06,0.35
1987/06,0.2659
1987/07,0.4
1987/07,0.3477
1987/08,0.24
1987/08,0.2105
1987/09,0.35
1987/09,0.2659
1987/10,0.32
1987/10,0.2696
1987/11,0.29
1987/11,0.1861
1987/12,0.46
1987/12,0.372
1988/01,0.56
1988/01,0.4591
1988/02,0.44
1988/02,0.333
1988/03,0.51
1988/03,0.3852
1988/04,0.42
1988/04,0.3277
1988/05,0.44
1988/05,0.3193
1988/06,0.4
1988/06,0.3304
1988/07,0.33
1988/07,0.2557
1988/08,0.39
1988/08,0.2577
1988/09,0.36
1988/09,0.2583
1988/10,0.37
1988/10,0.2547
1988/11,0.12
1988/11,0.0286
1988/12,0.29
1988/12,0.1762
1989/01,0.12
1989/01,-0.026
1989/02,0.3
1989/02,0.2374
1989/03,0.36
1989/03,0.1851
1989/04,0.29
1989/04,0.1496
1989/05,0.17
1989/05,0.0383
1989/06,0.15
1989/06,0.0938
1989/07,0.34
1989/07,0.2638
1989/08,0.33
1989/08,0.2522
1989/09,0.34
1989/09,0.2977
1989/10,0.29
1989/10,0.26
1989/11,0.2
1989/11,0.1153
1989/12,0.37
1989/12,0.2837
1990/01,0.41
1990/01,0.2828
1990/02,0.43
1990/02,0.2788
1990/03,0.8
1990/03,0.6348
1990/04,0.56
1990/04,0.494
1990/05,0.45
1990/05,0.406
1990/06,0.37
1990/06,0.3154
1990/07,0.45
1990/07,0.3797
1990/08,0.34
1990/08,0.281
1990/09,0.23
1990/09,0.2203
1990/10,0.44
1990/10,0.3865
1990/11,0.46
1990/11,0.359
1990/12,0.4
1990/12,0.2888
1991/01,0.42
1991/01,0.3034
1991/02,0.49
1991/02,0.407
1991/03,0.35
1991/03,0.2474
1991/04,0.51
1991/04,0.436
1991/05,0.34
1991/05,0.314
1991/06,0.53
1991/06,0.4335
1991/07,0.47
1991/07,0.4674
1991/08,0.39
1991/08,0.362
1991/09,0.44
1991/09,0.3528
1991/10,0.29
1991/10,0.2512
1991/11,0.29
1991/11,0.2536
1991/12,0.32
1991/12,0.2383
1992/01,0.47
1992/01,0.3629
1992/02,0.4
1992/02,0.3484
1992/03,0.48
1992/03,0.3092
1992/04,0.27
1992/04,0.1619
1992/05,0.31
1992/05,0.168
1992/06,0.25
1992/06,0.1564
1992/07,0.08
1992/07,0.0053
1992/08,0.08
1992/08,0.0377
1992/09,-0.01
1992/09,-0.0899
1992/10,0.06
1992/10,-0.0227
1992/11,0.03
1992/11,-0.0373
1992/12,0.22
1992/12,0.0987
1993/01,0.34
1993/01,0.261
1993/02,0.37
1993/02,0.2833
1993/03,0.36
1993/03,0.2361
1993/04,0.27
1993/04,0.1951
1993/05,0.28
1993/05,0.1956
1993/06,0.23
1993/06,0.1645
1993/07,0.25
1993/07,0.1586
1993/08,0.11
1993/08,0.0842
1993/09,0.11
1993/09,0.0455
1993/10,0.23
1993/10,0.1505
1993/11,0.03
1993/11,0.0657
1993/12,0.18
1993/12,0.1483
1994/01,0.26
1994/01,0.2003
1994/02,0.02
1994/02,0.014
1994/03,0.29
1994/03,0.2355
1994/04,0.41
1994/04,0.2556
1994/05,0.28
1994/05,0.2077
1994/06,0.43
1994/06,0.3144
1994/07,0.3
1994/07,0.1822
1994/08,0.21
1994/08,0.1733
1994/09,0.31
1994/09,0.2722
1994/10,0.42
1994/10,0.347
1994/11,0.44
1994/11,0.3531
1994/12,0.39
1994/12,0.2474
1995/01,0.52
1995/01,0.4136
1995/02,0.79
1995/02,0.6401
1995/03,0.46
1995/03,0.3564
1995/04,0.46
1995/04,0.4273
1995/05,0.27
1995/05,0.2646
1995/06,0.43
1995/06,0.3784
1995/07,0.45
1995/07,0.4418
1995/08,0.45
1995/08,0.3916
1995/09,0.33
1995/09,0.2796
1995/10,0.47
1995/10,0.3794
1995/11,0.44
1995/11,0.3754
1995/12,0.26
1995/12,0.174
1996/01,0.24
1996/01,0.2164
1996/02,0.45
1996/02,0.4616
1996/03,0.32
1996/03,0.2884
1996/04,0.33
1996/04,0.2516
1996/05,0.27
1996/05,0.2371
1996/06,0.25
1996/06,0.2165
1996/07,0.36
1996/07,0.3254
1996/08,0.48
1996/08,0.3515
1996/09,0.25
1996/09,0.2046
1996/10,0.24
1996/10,0.1277
1996/11,0.38
1996/11,0.3163
1996/12,0.37
1996/12,0.3233
1997/01,0.33
1997/01,0.249
1997/02,0.4
1997/02,0.3044
1997/03,0.52
1997/03,0.3971
1997/04,0.33
1997/04,0.3775
1997/05,0.34
1997/05,0.3171
1997/06,0.54
1997/06,0.4918
1997/07,0.34
1997/07,0.3461
1997/08,0.41
1997/08,0.4057
1997/09,0.51
1997/09,0.4675
1997/10,0.61
1997/10,0.5718
1997/11,0.64
1997/11,0.6157
1997/12,0.59
1997/12,0.5239
1998/01,0.57
1998/01,0.563
1998/02,0.88
1998/02,0.7974
1998/03,0.63
1998/03,0.5895
1998/04,0.63
1998/04,0.6509
1998/05,0.68
1998/05,0.6391
1998/06,0.77
1998/06,0.6679
1998/07,0.66
1998/07,0.6591
1998/08,0.65
1998/08,0.6456
1998/09,0.41
1998/09,0.4348
1998/10,0.41
1998/10,0.4111
1998/11,0.43
1998/11,0.3822
1998/12,0.54
1998/12,0.4876
1999/01,0.48
1999/01,0.3873
1999/02,0.64
1999/02,0.604
1999/03,0.32
1999/03,0.2638
1999/04,0.32
1999/04,0.2695
1999/05,0.26
1999/05,0.2478
1999/06,0.36
1999/06,0.3248
1999/07,0.38
1999/07,0.3104
1999/08,0.31
1999/08,0.3026
1999/09,0.38
1999/09,0.276
1999/10,0.34
1999/10,0.307
1999/11,0.37
1999/11,0.2869
1999/12,0.4
1999/12,0.3138
2000/01,0.24
2000/01,0.1813
2000/02,0.56
2000/02,0.4992
2000/03,0.55
2000/03,0.445
2000/04,0.56
2000/04,0.5384
2000/05,0.36
2000/05,0.3058
2000/06,0.4
2000/06,0.3502
2000/07,0.39
2000/07,0.3258
2000/08,0.42
2000/08,0.3747
2000/09,0.38
2000/09,0.3108
2000/10,0.26
2000/10,0.1948
2000/11,0.3
2000/11,0.2453
2000/12,0.28
2000/12,0.2017
2001/01,0.45
2001/01,0.3642
2001/02,0.44
2001/02,0.3919
2001/03,0.55
2001/03,0.5205
2001/04,0.5
2001/04,0.4525
2001/05,0.57
2001/05,0.4893
2001/06,0.52
2001/06,0.4459
2001/07,0.59
2001/07,0.5091
2001/08,0.49
2001/08,0.5075
2001/09,0.51
2001/09,0.4926
2001/10,0.5
2001/10,0.4642
2001/11,0.72
2001/11,0.6921
2001/12,0.55
2001/12,0.5416
2002/01,0.77
2002/01,0.6474
2002/02,0.78
2002/02,0.6426
2002/03,0.88
2002/03,0.7994
2002/04,0.58
2002/04,0.5682
2002/05,0.64
2002/05,0.5028
2002/06,0.53
2002/06,0.4493
2002/07,0.61
2002/07,0.5695
2002/08,0.53
2002/08,0.4985
2002/09,0.63
2002/09,0.5019
2002/10,0.54
2002/10,0.5004
2002/11,0.59
2002/11,0.4945
2002/12,0.44
2002/12,0.347
2003/01,0.74
2003/01,0.6539
2003/02,0.58
2003/02,0.4856
2003/03,0.6
2003/03,0.4836
2003/04,0.55
2003/04,0.4728
2003/05,0.6
2003/05,0.5223
2003/06,0.48
2003/06,0.4251
2003/07,0.58
2003/07,0.4838
2003/08,0.65
2003/08,0.6121
2003/09,0.62
2003/09,0.5747
2003/10,0.72
2003/10,0.6568
2003/11,0.53
2003/11,0.4991
2003/12,0.75
2003/12,0.6602
2004/01,0.58
2004/01,0.509
2004/02,0.72
2004/02,0.6349
2004/03,0.63
2004/03,0.5283
2004/04,0.61
2004/04,0.5228
2004/05,0.37
2004/05,0.3509
2004/06,0.44
2004/06,0.311
2004/07,0.26
2004/07,0.2372
2004/08,0.45
2004/08,0.4583
2004/09,0.5
2004/09,0.4673
2004/10,0.61
2004/10,0.5229
2004/11,0.72
2004/11,0.6511
2004/12,0.5
2004/12,0.4149
2005/01,0.74
2005/01,0.6501
2005/02,0.6
2005/02,0.5338
2005/03,0.74
2005/03,0.6459
2005/04,0.67
2005/04,0.6316
2005/05,0.63
2005/05,0.5532
2005/06,0.64
2005/06,0.5688
2005/07,0.61
2005/07,0.5549
2005/08,0.6
2005/08,0.581
2005/09,0.71
2005/09,0.6341
2005/10,0.75
2005/10,0.6844
2005/11,0.73
2005/11,0.6432
2005/12,0.68
2005/12,0.6013
2006/01,0.56
2006/01,0.4999
2006/02,0.73
2006/02,0.6456
2006/03,0.63
2006/03,0.5437
2006/04,0.47
2006/04,0.4862
2006/05,0.48
2006/05,0.4718
2006/06,0.66
2006/06,0.5719
2006/07,0.54
2006/07,0.4764
2006/08,0.7
2006/08,0.6334
2006/09,0.65
2006/09,0.55
2006/10,0.7
2006/10,0.6137
2006/11,0.74
2006/11,0.6609
2006/12,0.79
2006/12,0.7173
2007/01,1.02
2007/01,0.893
2007/02,0.7
2007/02,0.6397
2007/03,0.71
2007/03,0.5919
2007/04,0.76
2007/04,0.7261
2007/05,0.68
2007/05,0.5801
2007/06,0.61
2007/06,0.5007
2007/07,0.59
2007/07,0.563
2007/08,0.6
2007/08,0.5838
2007/09,0.59
2007/09,0.5083
2007/10,0.58
2007/10,0.5591
2007/11,0.59
2007/11,0.5355
2007/12,0.5
2007/12,0.419
2008/01,0.3
2008/01,0.2102
2008/02,0.38
2008/02,0.2693
2008/03,0.75
2008/03,0.6137
2008/04,0.54
2008/04,0.4481
2008/05,0.5
2008/05,0.4325
2008/06,0.49
2008/06,0.384
2008/07,0.6
2008/07,0.5341
2008/08,0.46
2008/08,0.4528
2008/09,0.61
2008/09,0.548
2008/10,0.67
2008/10,0.591
2008/11,0.68
2008/11,0.6322
2008/12,0.54
2008/12,0.4721
2009/01,0.65
2009/01,0.5903
2009/02,0.52
2009/02,0.4713
2009/03,0.53
2009/03,0.4468
2009/04,0.61
2009/04,0.5281
2009/05,0.65
2009/05,0.5503
2009/06,0.64
2009/06,0.6235
2009/07,0.74
2009/07,0.6807
2009/08,0.69
2009/08,0.6221
2009/09,0.71
2009/09,0.6818
2009/10,0.66
2009/10,0.6202
2009/11,0.79
2009/11,0.7061
2009/12,0.67
2009/12,0.6402
2010/01,0.75
2010/01,0.7106
2010/02,0.83
2010/02,0.7901
2010/03,0.92
2010/03,0.8602
2010/04,0.85
2010/04,0.8335
2010/05,0.75
2010/05,0.7149
2010/06,0.68
2010/06,0.645
2010/07,0.63
2010/07,0.6174
2010/08,0.67
2010/08,0.6146
2010/09,0.63
2010/09,0.5643
2010/10,0.71
2010/10,0.6421
2010/11,0.81
2010/11,0.7346
2010/12,0.45
2010/12,0.437
2011/01,0.52
2011/01,0.4568
2011/02,0.48
2011/02,0.4291
2011/03,0.65
2011/03,0.5564
2011/04,0.64
2011/04,0.6022
2011/05,0.53
2011/05,0.4434
2011/06,0.62
2011/06,0.5482
2011/07,0.7
2011/07,0.6449
2011/08,0.75
2011/08,0.651
2011/09,0.56
2011/09,0.5379
2011/10,0.65
2011/10,0.5763
2011/11,0.58
2011/11,0.5113
2011/12,0.59
2011/12,0.4948
2012/01,0.47
2012/01,0.3696
2012/02,0.49
2012/02,0.4647
2012/03,0.56
2012/03,0.421
2012/04,0.72
2012/04,0.6105
2012/05,0.78
2012/05,0.6589
2012/06,0.64
2012/06,0.6294
2012/07,0.58
2012/07,0.5678
2012/08,0.66
2012/08,0.6449
2012/09,0.72
2012/09,0.6476
2012/10,0.79
2012/10,0.7322
2012/11,0.78
2012/11,0.721
2012/12,0.53
2012/12,0.4637
2013/01,0.7
2013/01,0.6078
2013/02,0.62
2013/02,0.5265
2013/03,0.67
2013/03,0.5829
2013/04,0.53
2013/04,0.5748
2013/05,0.6
2013/05,0.5569
2013/06,0.69
2013/06,0.6593
2013/07,0.59
2013/07,0.5892
2013/08,0.7
2013/08,0.6352
2013/09,0.76
2013/09,0.7222
2013/10,0.69
2013/10,0.6504
2013/11,0.83
2013/11,0.77
2013/12,0.7
2013/12,0.6076
2014/01,0.76
2014/01,0.6696
2014/02,0.55
2014/02,0.4908
2014/03,0.78
2014/03,0.6945
2014/04,0.8
2014/04,0.7363
2014/05,0.86
2014/05,0.7371
2014/06,0.67
2014/06,0.6175
2014/07,0.58
2014/07,0.581
2014/08,0.83
2014/08,0.7338
2014/09,0.87
2014/09,0.7568
2014/10,0.8
2014/10,0.7424
2014/11,0.67
2014/11,0.63
2014/12,0.78
2014/12,0.6848
2015/01,0.87
2015/01,0.74
2015/02,0.9
2015/02,0.7818
2015/03,0.96
2015/03,0.7953
2015/04,0.75
2015/04,0.7009
2015/05,0.79
2015/05,0.731
2015/06,0.81
2015/06,0.7596
2015/07,0.73
2015/07,0.7145
2015/08,0.79
2015/08,0.7992
2015/09,0.85
2015/09,0.8261
2015/10,1.09
2015/10,1.0153
2015/11,1.06
2015/11,0.996
2015/12,1.17
2015/12,1.0417
2016/01,1.18
2016/01,1.0878
2016/02,1.36
2016/02,1.2236
2016/03,1.35
2016/03,1.1821
2016/04,1.09
2016/04,1.0296
2016/05,0.95
2016/05,0.8805
2016/06,0.8
2016/06,0.7771
2016/07,0.84
2016/07,0.7777
2016/08,1.02
2016/08,0.9486
2016/09,0.9
2016/09,0.8455
2016/10,0.88
2016/10,0.819
2016/11,0.92
2016/11,0.8445
2016/12,0.87
2016/12,0.7791
2017/01,1.03
2017/01,0.952
2017/02,1.14
2017/02,1.0671
2017/03,1.16
2017/03,1.0646
2017/04,0.94
2017/04,0.846
2017/05,0.91
2017/05,0.7798
2017/06,0.71
2017/06,0.6575
2017/07,0.81
2017/07,0.8046
2017/08,0.87
2017/08,0.811
2017/09,0.76
2017/09,0.7293
2017/10,0.9
2017/10,0.8095
2017/11,0.88
2017/11,0.8059
2017/12,0.93
2017/12,0.8148
2018/01,0.83
2018/01,0.7106
2018/02,0.85
2018/02,0.7958
2018/03,0.88
2018/03,0.7901
2018/04,0.88
2018/04,0.8223
2018/05,0.82
2018/05,0.7132
2018/06,0.77
2018/06,0.7375
2018/07,0.83
2018/07,0.7334
2018/08,0.76
2018/08,0.7347
2018/09,0.8
2018/09,0.6759
2018/10,1.01
2018/10,0.8693
2018/11,0.82
2018/11,0.7448
2018/12,0.92
2018/12,0.8243
2019/01,0.93
2019/01,0.7996
2019/02,0.95
2019/02,0.8442
2019/03,1.17
2019/03,1.0757
2019/04,1.01
2019/04,0.9388
2019/05,0.85
2019/05,0.7776
2019/06,0.9
2019/06,0.8091
2019/07,0.94
2019/07,0.8572
2019/08,0.95
2019/08,0.8583
2019/09,0.92
2019/09,0.8027
2019/10,1
2019/10,0.9556
2019/11,0.99
2019/11,0.9372
2019/12,1.1
2019/12,1.0368
2020/01,1.17
2020/01,1.0695
2020/02,1.24
2020/02,1.1134
2020/03,1.17
2020/03,1.0944
2020/04,1.12
2020/04,1.0627
2020/05,1.01
2020/05,0.9079
2020/06,0.91
2020/06,0.8251
2020/07,0.89
2020/07,0.8161
2020/08,0.86
2020/08,0.801
2020/09,0.98
2020/09,0.8671
2020/10,0.87
2020/10,0.8107
2020/11,1.1
2020/11,1.0142
2020/12,0.79
2020/12,0.693
2021/01,0.81
2021/01,0.7009
2021/02,0.64
2021/02,0.5646
2021/03,0.89
2021/03,0.7263
2021/04,0.76
2021/04,0.7602
2021/05,0.79
2021/05,0.7064
2021/06,0.84
2021/06,0.7133
2021/07,0.92
2021/07,0.7917
2021/08,0.82
2021/08,0.7995
2021/09,0.92
2021/09,0.8675
2021/10,0.99
2021/10,0.9074
2021/11,0.93
2021/11,0.8536
2021/12,0.87
2021/12,0.7514
2022/01,0.91
2022/01,0.779
2022/02,0.89
2022/02,0.7636
2022/03,1.05
2022/03,0.8896
2022/04,0.84
2022/04,0.7703
2022/05,0.84
2022/05,0.7614
2022/06,0.92
2022/06,0.8582
2022/07,0.94
2022/07,0.7784
2022/08,0.95
2022/08,0.8533
2022/09,0.89
2022/09,0.7901
2022/10,0.96
2022/10,0.9289
2022/11,0.73
2022/11,0.6746
2022/12,0.8
2022/12,0.7684
2023/01,0.87
2023/01,0.7786
2023/02,0.96
2023/02,0.8693
2023/03,1.22
2023/03,1.1247
2023/04,0.99
2023/04,0.9275
2023/05,0.94
2023/05,0.8714
2023/06,1.08
2023/06,1.0518
2023/07,1.19
2023/07,1.15
2023/08,1.19
2023/08,1.1993
2023/09,1.48
2023/09,1.3522
2023/10,1.34
2023/10,1.2866
2023/11,1.42
2023/11,1.3338
2023/12,1.35
2023/12,1.2586
2024/01,1.1516
2024/02,1.2902
2024/03,1.2515
2024/04,1.2053
2024/05,1.0745
2024/06,1.1154
2024/07,1.1398
